user_id,age,gender,country,profession,primary_platform,platforms_used_count,daily_usage_hours,sessions_per_day,avg_session_duration_min,preferred_device,peak_usage_time,followers_count,following_count,posts_per_week,likes_given_per_day,comments_per_day,shares_per_day,dms_sent_per_day,preferred_content_type,scroll_speed,ad_click_rate,purchased_via_social_media,monthly_spend_via_social_usd,primary_purpose,sleep_disruption,self_reported_mental_health_score,screen_time_concern,notification_frequency,privacy_setting,influencer_status,account_join_date,mood_while_scrolling,takes_social_media_breaks
USR01587,28,Female,UK,Engineer,TikTok,3,1.6,8,12.0,Smartphone,Late Night (12am+),3392,62,2,19,4,4,12,Entertainment,Fast,0.162,Yes,28.7,Business/Marketing,Moderate impact,9.8,Somewhat,Selected,Public,No,2024-08-19,Relaxed,No
USR01588,24,Female,USA,Freelancer,YouTube,5,4.7,10,28.2,Desktop,Night (9pm-12am),1964,599,4,20,1,2,6,Educational,Slow,0.078,Sometimes,10.41,Entertainment,Moderate impact,6.8,Yes,Do Not Disturb,Friends Only,No,2024-10-12,Bored,Yes
USR01589,20,Female,India,Engineer,TikTok,4,4.8,6,48.0,Smartphone,Late Night (12am+),135,73,0,16,7,5,10,Photos,Medium,0.206,No,0.0,Socializing,No impact,7.1,Yes,Off,Friends Only,No,2022-12-05,Inspired,Occasionally
USR01590,27,Female,USA,Researcher,LinkedIn,5,5.9,7,50.6,Tablet,Morning (6-10am),1046,1188,1,20,4,2,7,News,Medium,0.213,Yes,89.8,Networking,Moderate impact,8.2,No,Selected,Public,No,2022-06-03,Relaxed,Yes
USR01591,18,Male,Canada,Entrepreneur,Snapchat,3,1.4,2,42.0,Smartphone,Afternoon (12-4pm),4411,3456,4,26,3,3,3,Memes,Fast,0.097,Yes,44.95,Entertainment,Mild impact,6.3,No,Always On,Friends Only,No,2024-10-03,Bored,No
USR01592,13,Non-binary,Canada,Researcher,Snapchat,4,3.5,5,42.0,Smartphone,Late Night (12am+),149,32,2,15,6,4,10,Reels/Shorts,Fast,0.015,Yes,38.78,News & Updates,Mild impact,5.4,Yes,Selected,Private,No,2023-10-19,Inspired,No
USR01593,30,Female,UK,Other,TikTok,2,1.5,8,11.2,Smartphone,Late Night (12am+),1475,66,5,25,6,2,6,Reels/Shorts,Medium,0.231,Sometimes,106.43,Socializing,Mild impact,6.4,Yes,Selected,Public,No,2023-05-09,Stressed,No
USR01594,34,Female,India,Freelancer,Facebook,1,6.6,6,66.0,Smartphone,Evening (6-9pm),3192,618,3,20,3,0,10,Entertainment,Fast,0.03,Sometimes,2.5,Networking,Moderate impact,4.7,Yes,Do Not Disturb,Private,No,2023-11-09,Happy,Yes
USR01595,13,Female,USA,Freelancer,Twitter/X,5,1.4,2,42.0,Laptop,Late Night (12am+),96,452,6,16,6,0,7,Entertainment,Fast,0.159,No,0.0,Socializing,Mild impact,3.6,Somewhat,Always On,Friends Only,No,2023-07-24,Relaxed,Occasionally
USR01596,18,Female,Brazil,Engineer,Instagram,3,1.0,3,20.0,Smartphone,Evening (6-9pm),514,621,3,17,6,2,9,Entertainment,Fast,0.069,No,0.0,News & Updates,Mild impact,4.7,Somewhat,Always On,Friends Only,No,2022-04-14,Inspired,Yes
USR01597,31,Male,UK,Doctor,TikTok,1,1.1,10,6.6,Smartphone,Afternoon (12-4pm),1143,122,3,16,8,2,5,Educational,Fast,0.013,Sometimes,12.59,Socializing,No impact,1.9,No,Always On,Private,No,2024-11-04,Happy,No
USR01598,43,Female,Pakistan,Doctor,Twitter/X,4,2.6,3,52.0,Smartphone,Evening (6-9pm),158,2657,3,27,4,1,9,Stories,Slow,0.178,Sometimes,30.92,Learning,Mild impact,5.5,No,Always On,Friends Only,No,2023-04-02,Happy,Yes
USR01599,27,Male,India,Marketer,Twitter/X,3,4.0,4,60.0,Smartphone,Afternoon (12-4pm),136,281,2,23,5,3,4,Photos,Medium,0.132,No,0.0,Networking,Mild impact,5.3,Somewhat,Off,Public,No,2024-02-15,Stressed,Yes
USR01600,21,Female,India,Other,Instagram,5,3.8,9,25.3,Laptop,Morning (6-10am),521,56,3,20,5,2,10,Reels/Shorts,Fast,0.264,Yes,28.84,Socializing,No impact,7.3,Yes,Always On,Private,No,2024-04-05,Neutral,Yes
USR01601,25,Non-binary,Australia,Teacher,LinkedIn,5,1.2,2,36.0,Smartphone,Evening (6-9pm),2815,180,1,25,4,1,3,Educational,Medium,0.08,No,0.0,Business/Marketing,Mild impact,6.4,Yes,Selected,Public,No,2023-04-27,Happy,Yes
USR01602,37,Male,USA,Entrepreneur,Instagram,2,2.0,5,24.0,Desktop,Late Night (12am+),2119,57,5,17,3,4,6,Entertainment,Fast,0.076,Sometimes,29.03,Learning,Moderate impact,5.9,No,Selected,Private,No,2022-06-11,Stressed,No
USR01603,21,Female,India,Designer,Facebook,1,1.8,1,108.0,Smartphone,Evening (6-9pm),141,1650,2,21,5,0,6,Videos,Slow,0.059,Sometimes,7.66,Entertainment,Mild impact,8.3,No,Always On,Public,No,2024-07-29,Happy,Occasionally
USR01604,20,Non-binary,Australia,Designer,YouTube,5,1.0,5,12.0,Laptop,Evening (6-9pm),2151,110,0,25,4,0,9,Educational,Medium,0.075,Yes,5.73,News & Updates,Mild impact,5.4,No,Always On,Public,No,2024-06-28,Happy,No
USR01605,23,Male,UK,Designer,Facebook,4,1.8,9,12.0,Smart TV,Evening (6-9pm),147,441,9,16,4,1,7,Photos,Slow,0.024,No,0.0,Business/Marketing,Severe impact,4.2,Somewhat,Off,Private,No,2024-07-06,Relaxed,Yes
USR01606,19,Male,Brazil,Student,Snapchat,4,5.7,2,171.0,Laptop,Morning (6-10am),36,139,3,11,5,4,9,Reels/Shorts,Medium,0.018,Yes,3.92,Entertainment,Moderate impact,1.7,Yes,Do Not Disturb,Private,No,2022-06-30,Relaxed,Yes
USR01607,27,Female,USA,Doctor,Twitter/X,4,0.9,5,10.8,Smartphone,Afternoon (12-4pm),343,116,5,18,2,1,9,News,Fast,0.143,Sometimes,16.52,Business/Marketing,No impact,6.2,No,Off,Public,No,2024-10-17,Stressed,Occasionally
USR01608,39,Female,UK,Researcher,Snapchat,4,3.0,6,30.0,Laptop,Evening (6-9pm),5020,24,1,16,4,3,11,Reels/Shorts,Slow,0.044,Sometimes,36.73,Learning,Moderate impact,6.1,Somewhat,Selected,Private,No,2024-07-04,Happy,Yes
USR01609,29,Male,Pakistan,Marketer,Instagram,1,5.8,7,49.7,Smartphone,Night (9pm-12am),2166,501,4,17,5,0,3,Entertainment,Medium,0.137,Sometimes,30.63,Entertainment,No impact,8.5,Somewhat,Selected,Public,No,2023-10-10,Bored,Occasionally
USR01610,24,Male,Pakistan,Entrepreneur,Instagram,2,5.6,3,112.0,Laptop,Morning (6-10am),663,1163,4,20,5,4,13,Reels/Shorts,Medium,0.003,Sometimes,23.14,Business/Marketing,No impact,4.6,Yes,Always On,Public,No,2022-09-01,Bored,No
USR01611,24,Male,USA,Designer,Facebook,2,6.8,7,58.3,Smartphone,Night (9pm-12am),314,81,3,18,4,0,11,Entertainment,Fast,0.082,No,0.0,Learning,No impact,7.6,Yes,Selected,Public,No,2024-10-15,Neutral,No
USR01612,14,Male,USA,Student,Facebook,3,3.2,7,27.4,Smartphone,Afternoon (12-4pm),329,38,4,15,2,3,12,Entertainment,Medium,0.141,No,0.0,Socializing,Mild impact,1.7,No,Do Not Disturb,Public,No,2022-02-06,Inspired,No
USR01613,34,Female,UK,Other,Facebook,1,3.5,6,35.0,Smartphone,Evening (6-9pm),809,641,2,27,11,2,2,Educational,Slow,0.037,Sometimes,8.69,Learning,Mild impact,3.9,Yes,Selected,Friends Only,No,2022-07-30,Happy,Occasionally
USR01614,26,Female,USA,Student,YouTube,3,1.8,4,27.0,Laptop,Afternoon (12-4pm),97,33,3,20,7,1,12,Educational,Medium,0.341,Sometimes,26.08,Networking,Moderate impact,6.9,Somewhat,Always On,Friends Only,No,2024-04-06,Bored,Yes
USR01615,25,Female,UAE,Student,TikTok,5,0.9,10,5.4,Smartphone,Night (9pm-12am),355,1057,5,22,5,0,14,Educational,Medium,0.009,Yes,76.54,News & Updates,No impact,7.4,No,Always On,Friends Only,No,2024-04-24,Inspired,Occasionally
USR01616,52,Male,USA,Designer,Facebook,3,2.4,6,24.0,Smartphone,Late Night (12am+),451,82,2,20,4,1,9,Videos,Medium,0.028,Sometimes,64.77,News & Updates,No impact,3.2,Yes,Always On,Friends Only,No,2022-03-15,Stressed,Yes
USR01617,29,Male,USA,Researcher,Twitter/X,4,5.1,8,38.2,Smartphone,Night (9pm-12am),58,65,3,22,5,2,8,Videos,Fast,0.204,Yes,56.31,Business/Marketing,Mild impact,4.8,No,Always On,Friends Only,No,2022-01-01,Stressed,Yes
USR01618,20,Female,USA,Engineer,Facebook,2,0.5,3,10.0,Smartphone,Afternoon (12-4pm),147,329,2,14,5,2,10,Photos,Medium,0.037,No,0.0,News & Updates,Mild impact,6.3,No,Do Not Disturb,Public,No,2022-07-06,Happy,Occasionally
USR01619,23,Female,Germany,Engineer,TikTok,2,1.9,6,19.0,Smartphone,Night (9pm-12am),1392,70,4,20,4,5,8,Videos,Medium,0.012,Yes,22.3,Networking,No impact,6.0,Yes,Selected,Public,No,2023-09-16,Relaxed,No
USR01620,36,Male,India,Designer,LinkedIn,2,3.7,9,24.7,Tablet,Evening (6-9pm),676,104,1,18,2,3,5,Reels/Shorts,Fast,0.17,Sometimes,17.4,Networking,Severe impact,7.2,No,Do Not Disturb,Friends Only,No,2024-11-07,Neutral,No
USR01621,27,Male,USA,Doctor,Twitter/X,1,2.6,3,52.0,Smartphone,Morning (6-10am),381,374,1,20,9,3,6,News,Slow,0.206,No,0.0,News & Updates,Moderate impact,7.8,Somewhat,Selected,Public,No,2023-02-28,Relaxed,Occasionally
USR01622,15,Female,Pakistan,Doctor,YouTube,4,5.4,7,46.3,Smartphone,Afternoon (12-4pm),128,13,3,18,5,1,8,Memes,Slow,0.046,Sometimes,20.61,Entertainment,Mild impact,3.9,Yes,Selected,Public,No,2024-07-23,Stressed,Occasionally
USR01623,34,Female,India,Researcher,Facebook,3,4.8,4,72.0,Smartphone,Evening (6-9pm),11365,1756,2,26,7,1,12,Reels/Shorts,Medium,0.051,No,0.0,Socializing,Mild impact,7.0,Somewhat,Selected,Friends Only,Yes,2023-11-30,Stressed,Yes
USR01624,21,Female,UAE,Entrepreneur,TikTok,5,0.8,3,16.0,Smartphone,Afternoon (12-4pm),147,257,3,23,3,0,7,Videos,Medium,0.29,Yes,2.48,Business/Marketing,Mild impact,4.9,No,Always On,Friends Only,No,2024-01-15,Stressed,Occasionally
USR01625,41,Male,USA,Teacher,Instagram,1,2.7,9,18.0,Laptop,Evening (6-9pm),1046,51,5,21,4,5,2,Photos,Medium,0.069,No,0.0,Entertainment,Mild impact,6.8,Somewhat,Selected,Public,No,2022-04-22,Bored,No
USR01626,35,Female,Pakistan,Freelancer,Instagram,5,1.5,4,22.5,Smartphone,Afternoon (12-4pm),276,72,2,18,5,2,8,Educational,Medium,0.052,Sometimes,16.49,Learning,Mild impact,5.4,Yes,Selected,Private,No,2023-04-02,Neutral,No
USR01627,23,Male,Australia,Engineer,Twitter/X,1,1.5,4,22.5,Smart TV,Evening (6-9pm),710,804,1,21,4,1,7,Memes,Fast,0.096,No,0.0,Learning,Mild impact,8.1,No,Always On,Private,No,2024-07-19,Bored,No
USR01628,37,Female,UK,Doctor,Twitter/X,4,0.9,3,18.0,Smartphone,Evening (6-9pm),1515,503,4,16,3,1,7,Stories,Medium,0.207,Yes,72.89,Learning,Mild impact,7.3,No,Off,Private,No,2023-11-11,Inspired,Yes
USR01629,27,Female,UAE,Other,Instagram,1,3.0,2,90.0,Laptop,Afternoon (12-4pm),56,1292,3,21,4,5,5,Memes,Medium,0.088,No,0.0,Learning,Mild impact,4.4,Yes,Always On,Friends Only,No,2024-08-26,Inspired,No
USR01630,33,Male,Germany,Designer,Facebook,5,5.5,3,110.0,Laptop,Evening (6-9pm),657,107,6,17,4,2,8,Entertainment,Medium,0.098,Yes,41.1,Socializing,Moderate impact,3.2,No,Do Not Disturb,Public,No,2024-01-15,Bored,No
USR01631,30,Prefer not to say,Brazil,Teacher,TikTok,1,3.2,6,32.0,Tablet,Night (9pm-12am),5672,349,3,19,4,3,15,Stories,Slow,0.219,Yes,107.38,Entertainment,No impact,8.3,Somewhat,Selected,Friends Only,No,2024-07-15,Neutral,Yes
USR01632,20,Male,Pakistan,Other,YouTube,4,0.8,12,4.0,Smartphone,Afternoon (12-4pm),15846,408,4,24,4,1,8,Stories,Medium,0.043,No,0.0,Socializing,No impact,4.9,Yes,Do Not Disturb,Public,Yes,2022-08-22,Bored,No
USR01633,21,Male,Pakistan,Researcher,YouTube,2,2.5,7,21.4,Smartphone,Evening (6-9pm),526,563,1,15,2,3,7,Educational,Fast,0.058,Sometimes,14.89,News & Updates,No impact,5.1,No,Always On,Private,No,2022-07-19,Inspired,Yes
USR01634,35,Female,Pakistan,Doctor,Snapchat,1,3.6,4,54.0,Smartphone,Afternoon (12-4pm),716,946,6,21,3,6,5,Entertainment,Medium,0.126,No,0.0,Business/Marketing,Mild impact,7.5,Somewhat,Selected,Public,No,2023-03-31,Neutral,No
USR01635,24,Male,India,Entrepreneur,Pinterest,5,2.4,7,20.6,Smartphone,Afternoon (12-4pm),35610,103,4,16,5,5,9,Reels/Shorts,Fast,0.229,No,0.0,Business/Marketing,Severe impact,4.4,No,Do Not Disturb,Private,Yes,2022-01-05,Neutral,No
USR01636,23,Male,India,Engineer,Instagram,5,3.2,5,38.4,Smartphone,Night (9pm-12am),5130,213,4,17,0,2,3,Stories,Slow,0.034,No,0.0,Entertainment,Mild impact,6.6,Yes,Do Not Disturb,Private,No,2023-12-01,Happy,Yes
USR01637,19,Female,India,Designer,TikTok,1,1.6,8,12.0,Smartphone,Night (9pm-12am),218,117,4,19,5,3,5,News,Medium,0.058,Sometimes,8.31,Entertainment,No impact,6.2,No,Do Not Disturb,Private,No,2023-12-29,Stressed,Yes
USR01638,30,Female,India,Engineer,Twitter/X,4,2.2,4,33.0,Smartphone,Afternoon (12-4pm),218,229,4,22,3,1,9,Stories,Slow,0.01,No,0.0,Entertainment,No impact,6.1,No,Do Not Disturb,Public,No,2023-08-21,Inspired,Occasionally
USR01639,43,Male,Germany,Teacher,TikTok,3,2.1,7,18.0,Smartphone,Evening (6-9pm),3721,565,1,21,3,3,8,Entertainment,Medium,0.051,Sometimes,10.44,Socializing,Mild impact,8.4,Yes,Selected,Friends Only,No,2024-12-05,Inspired,No
USR01640,18,Female,Canada,Researcher,Twitter/X,2,6.1,5,73.2,Desktop,Late Night (12am+),107,33,2,18,6,4,10,News,Fast,0.131,No,0.0,Networking,Severe impact,7.0,Yes,Do Not Disturb,Friends Only,No,2024-02-05,Neutral,No
USR01641,27,Female,India,Marketer,TikTok,4,1.2,2,36.0,Smartphone,Morning (6-10am),4712,926,5,14,4,2,5,Reels/Shorts,Medium,0.084,Yes,35.77,Entertainment,Severe impact,8.0,No,Always On,Private,No,2022-08-06,Bored,Yes
USR01642,38,Male,Canada,Engineer,TikTok,3,0.5,4,7.5,Smartphone,Night (9pm-12am),1214,62,2,18,2,0,8,Videos,Medium,0.042,Sometimes,39.83,Networking,No impact,5.8,No,Always On,Public,No,2022-04-04,Happy,No
USR01643,26,Female,Nigeria,Researcher,Instagram,5,5.9,6,59.0,Laptop,Late Night (12am+),1689,169,5,21,2,2,5,Photos,Fast,0.074,Sometimes,32.43,Networking,Moderate impact,4.9,Yes,Selected,Friends Only,No,2022-12-03,Relaxed,Occasionally
USR01644,30,Female,Nigeria,Entrepreneur,TikTok,1,2.8,6,28.0,Smartphone,Afternoon (12-4pm),419,1088,2,15,1,0,13,Memes,Medium,0.186,No,0.0,Business/Marketing,No impact,8.1,Somewhat,Selected,Friends Only,No,2024-10-05,Neutral,Occasionally
USR01645,18,Male,Canada,Designer,TikTok,5,1.0,4,15.0,Laptop,Evening (6-9pm),214,362,0,32,3,2,6,News,Medium,0.122,No,0.0,Socializing,Moderate impact,5.2,No,Selected,Public,No,2022-10-15,Happy,No
USR01646,30,Male,Canada,Researcher,Facebook,1,4.5,3,90.0,Smartphone,Morning (6-10am),9242,367,3,19,3,1,10,Reels/Shorts,Slow,0.013,Yes,70.81,Entertainment,Moderate impact,6.4,Yes,Do Not Disturb,Friends Only,No,2024-04-18,Stressed,Yes
USR01647,25,Female,Brazil,Engineer,TikTok,2,3.7,4,55.5,Smartphone,Night (9pm-12am),426,59,4,16,5,3,7,Photos,Medium,0.028,Yes,1.48,Entertainment,No impact,7.0,No,Selected,Public,No,2022-08-08,Bored,Yes
USR01648,34,Female,Pakistan,Student,Snapchat,1,6.7,5,80.4,Smartphone,Afternoon (12-4pm),317,69,1,22,4,1,7,Reels/Shorts,Fast,0.067,Sometimes,56.13,Networking,No impact,4.8,No,Always On,Friends Only,No,2023-06-05,Relaxed,No
USR01649,36,Female,India,Marketer,Instagram,5,3.0,7,25.7,Smartphone,Evening (6-9pm),575,757,1,14,1,6,9,Entertainment,Fast,0.229,Sometimes,0.62,Socializing,No impact,4.8,No,Do Not Disturb,Public,No,2023-02-06,Neutral,No
USR01650,47,Male,Germany,Freelancer,TikTok,3,9.5,10,57.0,Smartphone,Afternoon (12-4pm),941,120,4,18,1,1,5,Memes,Fast,0.074,No,0.0,Learning,Mild impact,5.7,Yes,Selected,Public,No,2023-01-20,Bored,No
USR01651,31,Female,Germany,Designer,Facebook,3,2.4,7,20.6,Smartphone,Afternoon (12-4pm),104,135,3,14,5,3,8,Educational,Slow,0.082,No,0.0,Entertainment,No impact,7.5,No,Do Not Disturb,Friends Only,No,2022-09-05,Stressed,Yes
USR01652,29,Male,USA,Other,TikTok,3,3.7,5,44.4,Smartphone,Afternoon (12-4pm),240,778,3,14,3,5,7,Reels/Shorts,Slow,0.105,Sometimes,28.21,Socializing,Mild impact,6.8,Yes,Selected,Friends Only,No,2024-03-15,Happy,Occasionally
USR01653,28,Male,USA,Student,YouTube,1,4.1,3,82.0,Smartphone,Morning (6-10am),218,69,3,25,1,1,10,Memes,Fast,0.084,Sometimes,81.91,Learning,Mild impact,3.8,No,Always On,Public,No,2023-03-18,Neutral,Occasionally
USR01654,24,Male,UK,Freelancer,Twitter/X,4,12.0,4,180.0,Laptop,Afternoon (12-4pm),3045,338,2,20,3,0,6,Educational,Fast,0.075,No,0.0,Business/Marketing,Mild impact,9.7,No,Do Not Disturb,Friends Only,No,2024-07-25,Relaxed,Yes
USR01655,29,Male,UAE,Engineer,Twitter/X,5,1.9,4,28.5,Smartphone,Afternoon (12-4pm),134,257,2,16,6,1,9,News,Fast,0.087,No,0.0,Business/Marketing,Mild impact,6.9,No,Selected,Friends Only,No,2023-01-26,Stressed,Yes
USR01656,24,Female,USA,Doctor,Twitter/X,5,1.9,8,14.2,Smartphone,Evening (6-9pm),28,243,3,20,7,1,6,Reels/Shorts,Medium,0.107,Sometimes,144.03,Entertainment,Severe impact,5.4,No,Always On,Public,No,2023-11-24,Stressed,No
USR01657,28,Male,UK,Doctor,TikTok,4,4.1,8,30.7,Smartphone,Evening (6-9pm),19,131,2,17,4,2,8,Videos,Slow,0.205,Yes,12.39,Socializing,No impact,5.9,Yes,Selected,Friends Only,No,2022-08-09,Stressed,Yes
USR01658,37,Male,Germany,Student,Instagram,3,0.9,4,13.5,Smartphone,Evening (6-9pm),47,122,4,18,9,0,5,Reels/Shorts,Fast,0.339,No,0.0,Socializing,Moderate impact,5.8,Somewhat,Off,Public,No,2024-04-28,Neutral,Yes
USR01659,18,Female,Pakistan,Designer,LinkedIn,3,1.5,4,22.5,Laptop,Afternoon (12-4pm),7713,67,2,14,7,2,11,Reels/Shorts,Slow,0.032,No,0.0,Networking,Mild impact,5.5,Yes,Always On,Private,No,2022-04-06,Inspired,No
USR01660,36,Female,USA,Student,Twitter/X,5,2.4,8,18.0,Smartphone,Morning (6-10am),684,436,3,23,5,1,15,Educational,Slow,0.074,No,0.0,Networking,Moderate impact,8.3,Yes,Always On,Public,No,2022-09-10,Bored,Occasionally
USR01661,37,Male,India,Marketer,Pinterest,1,6.6,4,99.0,Laptop,Morning (6-10am),1639,109,1,15,5,1,6,Videos,Medium,0.05,No,0.0,Business/Marketing,Mild impact,10.0,Somewhat,Selected,Private,No,2024-07-11,Bored,Occasionally
USR01662,26,Female,Canada,Entrepreneur,Instagram,1,4.1,6,41.0,Laptop,Night (9pm-12am),1747,782,4,16,0,3,7,Photos,Slow,0.153,No,0.0,News & Updates,No impact,5.3,Yes,Do Not Disturb,Friends Only,No,2024-07-25,Happy,No
USR01663,13,Female,USA,Freelancer,TikTok,2,2.7,6,27.0,Smartphone,Evening (6-9pm),735,186,2,22,3,1,11,Videos,Medium,0.056,Yes,131.09,Entertainment,Moderate impact,5.4,No,Selected,Friends Only,No,2024-10-29,Stressed,No
USR01664,22,Male,UK,Designer,Instagram,3,1.8,1,108.0,Tablet,Night (9pm-12am),581,68,4,23,2,1,6,Stories,Slow,0.035,Sometimes,101.26,Learning,Severe impact,6.0,Somewhat,Selected,Private,No,2022-10-03,Inspired,Yes
USR01665,37,Female,Germany,Freelancer,Twitter/X,5,8.1,5,97.2,Tablet,Evening (6-9pm),4359,183,3,19,0,2,10,Videos,Fast,0.13,Yes,17.48,Networking,Severe impact,3.7,Somewhat,Selected,Private,No,2024-10-18,Stressed,Occasionally
USR01666,26,Male,Canada,Doctor,Snapchat,1,2.5,3,50.0,Smartphone,Evening (6-9pm),865,149,4,15,2,1,9,Videos,Slow,0.124,Sometimes,16.25,Learning,Mild impact,7.2,Somewhat,Always On,Public,No,2022-01-09,Inspired,No
USR01667,19,Female,Canada,Doctor,Facebook,2,1.5,9,10.0,Tablet,Evening (6-9pm),8253,821,5,22,2,1,9,Reels/Shorts,Fast,0.039,Sometimes,23.39,Business/Marketing,Mild impact,6.5,Somewhat,Do Not Disturb,Private,No,2024-12-22,Relaxed,Yes
USR01668,22,Prefer not to say,USA,Freelancer,Twitter/X,4,9.1,4,136.5,Smartphone,Evening (6-9pm),2033,157,5,23,3,3,10,Photos,Medium,0.065,Sometimes,19.52,Networking,Mild impact,6.5,Yes,Off,Public,No,2022-04-10,Inspired,No
USR01669,33,Female,Germany,Freelancer,Twitter/X,1,1.0,8,7.5,Smartphone,Afternoon (12-4pm),218,175,3,18,4,3,7,Reels/Shorts,Fast,0.397,No,0.0,Learning,Moderate impact,2.9,Yes,Do Not Disturb,Public,No,2024-06-05,Bored,Occasionally
USR01670,31,Male,India,Marketer,Snapchat,1,5.6,8,42.0,Smartphone,Night (9pm-12am),271,1331,2,19,3,2,7,News,Fast,0.231,Yes,10.7,Socializing,No impact,2.1,Yes,Selected,Friends Only,No,2024-09-16,Stressed,Yes
USR01671,25,Non-binary,India,Marketer,Twitter/X,5,2.6,2,78.0,Smartphone,Evening (6-9pm),179,450,2,13,4,1,13,Stories,Medium,0.057,Sometimes,93.38,Learning,Mild impact,5.5,Yes,Selected,Private,No,2024-11-07,Stressed,Occasionally
USR01672,24,Female,Germany,Other,Snapchat,3,4.1,6,41.0,Laptop,Night (9pm-12am),5952,1799,1,22,1,0,5,Videos,Fast,0.198,No,0.0,News & Updates,Mild impact,7.4,No,Off,Friends Only,No,2022-12-29,Bored,Occasionally
USR01673,23,Male,Canada,Designer,YouTube,5,3.7,9,24.7,Laptop,Evening (6-9pm),320,1108,3,21,6,2,8,Reels/Shorts,Medium,0.041,Yes,17.74,Learning,Moderate impact,3.0,Yes,Off,Private,No,2022-12-22,Stressed,Yes
USR01674,19,Female,India,Student,YouTube,4,4.1,4,61.5,Smartphone,Afternoon (12-4pm),158,84,3,15,3,1,10,Stories,Medium,0.013,Sometimes,41.16,Socializing,No impact,7.8,Yes,Selected,Private,No,2022-09-20,Happy,Occasionally
USR01675,39,Female,USA,Student,TikTok,3,9.5,4,142.5,Laptop,Evening (6-9pm),1182,802,1,15,3,2,8,Memes,Medium,0.099,Yes,126.64,News & Updates,Moderate impact,5.7,No,Selected,Friends Only,No,2022-08-01,Happy,Occasionally
USR01676,24,Female,UK,Designer,TikTok,5,8.7,6,87.0,Smartphone,Evening (6-9pm),558,1525,0,25,1,3,7,Videos,Fast,0.271,No,0.0,Socializing,Mild impact,4.7,Yes,Selected,Friends Only,No,2024-03-04,Inspired,Yes
USR01677,36,Female,USA,Student,Facebook,1,1.6,13,7.4,Smartphone,Night (9pm-12am),1130,1539,2,14,6,6,7,Stories,Medium,0.078,Sometimes,27.46,Business/Marketing,Mild impact,6.3,Yes,Always On,Friends Only,No,2023-10-22,Inspired,Yes
USR01678,39,Male,UK,Engineer,Instagram,5,3.6,6,36.0,Smartphone,Evening (6-9pm),19963,800,1,21,3,0,10,Educational,Slow,0.286,Yes,21.8,Networking,No impact,3.9,Somewhat,Do Not Disturb,Public,Yes,2024-10-29,Relaxed,Yes
USR01679,34,Male,Pakistan,Designer,Twitter/X,3,0.6,8,4.5,Smartphone,Evening (6-9pm),3441,781,5,20,4,1,7,Entertainment,Medium,0.13,Sometimes,36.23,Networking,Moderate impact,1.6,Somewhat,Always On,Friends Only,No,2024-02-27,Stressed,Occasionally
USR01680,23,Male,Brazil,Marketer,Instagram,2,4.4,8,33.0,Smartphone,Night (9pm-12am),698,170,4,20,8,2,13,Stories,Fast,0.284,No,0.0,Networking,Mild impact,8.4,Yes,Always On,Public,No,2024-05-07,Inspired,Occasionally
USR01681,30,Male,Pakistan,Entrepreneur,Twitter/X,2,5.0,1,300.0,Smartphone,Evening (6-9pm),52,89,3,23,6,1,9,Photos,Medium,0.063,No,0.0,Business/Marketing,Mild impact,6.1,No,Selected,Public,No,2023-05-24,Inspired,Occasionally
USR01682,26,Female,Germany,Teacher,YouTube,4,0.5,8,3.8,Smartphone,Night (9pm-12am),270,160,6,20,3,1,9,News,Medium,0.135,Yes,15.04,Learning,Severe impact,4.9,Yes,Do Not Disturb,Friends Only,No,2023-07-15,Stressed,Yes
USR01683,19,Female,Australia,Engineer,TikTok,5,2.6,4,39.0,Desktop,Evening (6-9pm),2391,33,5,20,3,5,6,Photos,Medium,0.067,No,0.0,News & Updates,Mild impact,5.2,Yes,Selected,Private,No,2024-03-25,Inspired,Occasionally
USR01684,29,Male,India,Entrepreneur,Pinterest,1,4.1,4,61.5,Smartphone,Night (9pm-12am),80,1225,3,19,4,1,12,News,Slow,0.579,No,0.0,Learning,Moderate impact,4.8,Yes,Selected,Friends Only,No,2023-12-04,Neutral,Yes
USR01685,17,Female,USA,Researcher,Facebook,4,3.3,2,99.0,Smartphone,Afternoon (12-4pm),31374,174,6,15,4,3,7,Stories,Medium,0.05,Sometimes,9.89,Networking,Mild impact,5.6,Yes,Selected,Public,Yes,2023-08-26,Relaxed,Occasionally
USR01686,36,Male,Canada,Designer,Instagram,4,1.0,6,10.0,Smartphone,Afternoon (12-4pm),682,1152,4,15,5,2,7,Stories,Fast,0.144,Sometimes,1.65,Business/Marketing,Mild impact,6.0,Yes,Selected,Private,No,2024-07-16,Stressed,Yes
USR01687,23,Male,USA,Designer,Pinterest,4,1.1,6,11.0,Smartphone,Evening (6-9pm),726,55,1,20,5,2,5,Educational,Fast,0.347,Sometimes,119.71,Business/Marketing,No impact,7.4,No,Selected,Private,No,2022-10-01,Bored,No
USR01688,28,Female,Germany,Entrepreneur,TikTok,3,2.4,3,48.0,Smartphone,Afternoon (12-4pm),200,897,5,17,3,1,11,Entertainment,Medium,0.351,Yes,2.21,Entertainment,Severe impact,4.9,No,Do Not Disturb,Private,No,2022-10-10,Relaxed,Occasionally
